Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Expertise level: ranges from 0 (none) to 2(has used abacus)
1,3,1,1,4,1,1.98,0,0,2,304,1,leading/trailing,0
1,4,320,3,4,1,2.18,0,0,3,304,1,leading/trailing,0
0,2,240,2,1,1,2.35,0,0,3,304,1,IN/Out,0
1,3,46,1,6,1,1.26,0,0,3,304,1,leading/trailing,0
1,2,562,1,6,1,1.14,0,0,3,304,1,IN/Out,0
0,3,73,1,1,1,1.05,0,0,3,304,1,leading/trailing,0
1,4,90,2,5,0,1.31,0,0,2,304,1,leading/trailing,0
0,1,92,1,2,1,2.31,0,0,2,304,1,IN/Out,0
1,3,1,1,6,1,1.61,0,0,2,304,1,leading/trailing,0
1,1,784,3,6,1,1.35,0,0,3,304,1,IN/Out,0
1,1,70,1,3,1,0.959,0,0,2,304,1,IN/Out,0
1,4,50,2,7,1,0.8,0,0,2,304,1,leading/trailing,0
1,2,40,2,6,1,1.2,0,0,2,304,1,IN/Out,0
1,1,66,1,3,1,1.08,0,0,2,304,1,IN/Out,0
1,1,755,1,4,1,0.83,0,0,3,304,1,IN/Out,0
1,4,740,3,5,1,1.08,0,0,3,304,1,leading/trailing,0
1,2,13,1,6,1,0.974,0,0,2,304,1,IN/Out,0
1,4,280,3,6,1,1.03,0,0,3,304,1,leading/trailing,0
0,3,46,1,1,1,1.08,0,0,3,304,1,leading/trailing,0
1,2,570,1,6,1,0.948,0,0,3,304,1,IN/Out,0
1,2,83,2,7,1,1.56,0,0,2,304,1,IN/Out,0
1,1,536,2,4,1,0.924,0,0,3,304,1,IN/Out,0
1,4,680,3,5,1,4.26,0,0,3,304,1,leading/trailing,0
1,3,82,1,5,1,1.26,0,0,3,304,1,leading/trailing,0
1,3,14,1,6,1,1.23,0,0,3,304,1,leading/trailing,0
0,4,860,3,1,1,1.55,0,0,3,304,1,leading/trailing,0
0,2,63,2,1,1,1.1,0,0,2,304,1,IN/Out,0
1,3,9,1,4,1,0.833,0,0,2,304,1,leading/trailing,0
1,2,37,1,7,1,0.983,0,0,3,304,1,IN/Out,0
0,2,161,1,1,1,2.03,0,0,3,304,1,IN/Out,0
1,1,9,2,4,1,1.12,0,0,2,304,1,IN/Out,0
1,3,48,1,7,1,0.937,0,0,3,304,1,leading/trailing,0
1,4,40,2,5,1,1.45,0,0,2,304,1,leading/trailing,0
1,4,930,3,7,1,0.892,0,0,3,304,1,leading/trailing,0
0,3,1,1,1,1,1.02,0,0,2,304,1,leading/trailing,0
1,3,2,1,7,1,1.01,0,0,2,304,1,leading/trailing,0
0,3,47,1,1,1,0.895,0,0,3,304,1,leading/trailing,0
1,1,83,1,3,1,1.43,0,0,2,304,1,IN/Out,0
1,1,868,3,5,1,0.964,0,0,3,304,1,IN/Out,0
1,4,890,3,6,1,1.23,0,0,3,304,1,leading/trailing,0
0,2,74,2,1,1,0.999,0,0,2,304,1,IN/Out,0
1,2,60,1,5,1,2.02,0,0,2,304,1,IN/Out,0
1,2,352,2,4,1,1.05,0,0,3,304,1,IN/Out,0
1,3,73,1,5,1,1.13,0,0,3,304,1,leading/trailing,0
1,2,762,2,7,1,1.01,0,0,3,304,1,IN/Out,0
1,2,984,2,7,1,1.24,0,0,3,304,1,IN/Out,0
1,1,487,1,5,1,1.31,0,0,3,304,1,IN/Out,0
1,4,260,3,7,1,1.75,0,0,3,304,1,leading/trailing,0
0,1,96,1,2,1,1.24,0,0,2,304,1,IN/Out,0
1,4,80,2,7,1,1.14,0,0,2,304,1,leading/trailing,0
1,1,4,2,4,0,1.48,0,0,2,304,1,IN/Out,0
1,4,20,2,5,1,0.934,0,0,2,304,1,leading/trailing,0
0,3,6,1,1,1,1.15,0,0,2,304,1,leading/trailing,0
1,3,7,1,4,1,0.838,0,0,2,304,1,leading/trailing,0
1,4,80,2,6,1,0.932,0,0,2,304,1,leading/trailing,0
0,4,180,3,1,1,1.39,0,0,3,304,1,leading/trailing,0
1,3,95,1,6,1,0.887,0,0,3,304,1,leading/trailing,0
0,2,63,2,1,1,1.19,0,0,2,304,1,IN/Out,0
1,4,30,2,5,1,1.07,0,0,2,304,1,leading/trailing,0
1,1,26,2,3,1,0.675,0,0,2,304,1,IN/Out,0
1,3,71,1,6,1,1.19,0,0,3,304,1,leading/trailing,0
0,2,694,3,1,1,1.33,0,0,3,304,1,IN/Out,0
1,1,482,1,4,1,0.733,0,0,3,304,1,IN/Out,0
1,4,170,3,5,1,0.707,0,0,3,304,1,leading/trailing,0
1,3,95,1,6,0,0.74,0,0,3,304,1,leading/trailing,0
1,1,39,2,6,1,0.976,0,0,2,304,1,IN/Out,0
0,4,860,3,1,1,1.26,0,0,3,304,1,leading/trailing,0
0,4,10,2,1,1,0.625,0,0,2,304,1,leading/trailing,0
1,1,64,2,3,1,0.692,0,0,2,304,1,IN/Out,0
0,1,825,1,2,1,1.04,0,0,3,304,1,IN/Out,0
1,3,9,1,4,1,2.25,0,0,2,304,1,leading/trailing,0
0,3,4,1,1,1,0.748,0,0,2,304,1,leading/trailing,0
1,2,810,1,7,1,1.51,0,0,3,304,1,IN/Out,0
1,2,33,2,7,1,1.66,0,0,2,304,1,IN/Out,0
1,2,32,2,7,1,0.638,0,0,2,304,1,IN/Out,0
1,3,42,1,5,1,0.818,0,0,3,304,1,leading/trailing,0
1,4,260,3,7,1,0.837,0,0,3,304,1,leading/trailing,0
1,1,43,1,3,1,0.708,0,0,2,304,1,IN/Out,0
1,1,423,2,3,1,1.41,0,0,3,304,1,IN/Out,0
1,3,7,1,5,0,0.825,0,0,2,304,1,leading/trailing,0
1,3,5,1,5,1,1.24,0,0,2,304,1,leading/trailing,0
1,4,70,2,5,0,1.65,0,0,2,304,1,leading/trailing,0
1,3,8,1,4,1,1.68,0,0,2,304,1,leading/trailing,0
1,1,907,1,3,1,1.83,0,0,3,304,1,IN/Out,0
0,2,564,3,1,1,1.27,0,0,3,304,1,IN/Out,0
1,2,76,2,5,1,1.39,0,0,2,304,1,IN/Out,0
1,4,590,3,5,1,1.04,0,0,3,304,1,leading/trailing,0
0,1,933,1,2,1,0.826,0,0,3,304,1,IN/Out,0
1,4,210,3,4,1,0.904,0,0,3,304,1,leading/trailing,0
1,4,70,2,5,1,0.826,0,0,2,304,1,leading/trailing,0
1,4,30,2,4,1,0.79,0,0,2,304,1,leading/trailing,0
1,2,995,3,6,1,0.821,0,0,3,304,1,IN/Out,0
0,3,13,1,1,1,0.96,0,0,3,304,1,leading/trailing,0
1,2,686,3,5,1,0.873,0,0,3,304,1,IN/Out,0
1,1,10,1,3,1,0.876,0,0,2,304,1,IN/Out,0
0,4,10,2,1,1,1.25,0,0,2,304,1,leading/trailing,0
1,3,94,1,5,1,0.888,0,0,3,304,1,leading/trailing,0
1,1,11,2,3,1,0.891,0,0,3,304,1,IN/Out,0
0,1,925,3,2,1,0.852,0,0,3,304,1,IN/Out,0
1,2,719,1,6,1,1.85,0,0,3,304,1,IN/Out,0
0,3,1,1,1,1,1.19,0,0,2,304,1,leading/trailing,0
1,1,37,1,4,1,0.647,0,0,2,304,1,IN/Out,0
1,3,3,1,5,1,0.741,0,0,2,304,1,leading/trailing,0
1,2,78,1,7,1,0.949,0,0,2,304,1,IN/Out,0
0,1,15,2,2,1,0.756,0,0,2,304,1,IN/Out,0
0,4,740,3,1,1,0.834,0,0,3,304,1,leading/trailing,0
1,2,150,3,7,1,1.82,0,0,3,304,1,IN/Out,0
0,1,46,2,2,1,1.33,0,0,2,304,1,IN/Out,0
1,1,142,3,3,1,1.97,0,0,3,304,1,IN/Out,0
1,2,57,2,6,1,1.25,0,0,2,304,1,IN/Out,0
1,1,28,2,5,1,0.922,0,0,2,304,1,IN/Out,0
1,4,50,2,7,1,0.915,0,0,2,304,1,leading/trailing,0
0,2,47,1,1,1,1.88,0,0,2,304,1,IN/Out,0
1,2,5,1,4,1,1.17,0,0,2,304,1,IN/Out,0
1,3,35,1,4,1,0.93,0,0,3,304,1,leading/trailing,0
1,3,1,1,6,1,1.02,0,0,2,304,1,leading/trailing,0
1,4,20,2,7,1,1.05,0,0,2,304,1,leading/trailing,0
1,2,556,2,4,1,1.18,0,0,3,304,1,IN/Out,0
1,1,856,1,3,1,1.09,0,0,3,304,1,IN/Out,0
1,4,180,3,6,1,1.39,0,0,3,304,1,leading/trailing,0
1,2,68,1,7,1,1.66,0,0,2,304,1,IN/Out,0
0,4,40,2,1,0,1.45,0,0,2,304,1,leading/trailing,0
0,1,927,3,2,1,1.1,0,0,3,304,1,IN/Out,0
1,3,3,1,4,1,2.29,0,0,2,305,1,leading/trailing,0
1,4,410,3,4,1,1.27,0,0,3,305,1,leading/trailing,0
1,3,83,1,7,1,1.12,0,0,3,305,1,leading/trailing,0
1,4,20,2,6,1,0.8,0,0,2,305,1,leading/trailing,0
0,1,246,3,2,0,1.42,0,0,3,305,1,IN/Out,0
1,1,345,1,3,1,0.883,0,0,3,305,1,IN/Out,0
1,1,27,2,4,1,0.817,0,0,2,305,1,IN/Out,0
1,1,73,2,4,1,0.734,0,0,2,305,1,IN/Out,0
0,4,30,2,1,1,0.8,0,0,2,305,1,leading/trailing,0
0,3,46,1,1,1,1.01,0,0,3,305,1,leading/trailing,0
1,4,80,2,7,1,1.02,0,0,2,305,1,leading/trailing,0
1,1,95,1,6,1,0.986,0,0,2,305,1,IN/Out,0
1,1,49,1,3,1,0.993,0,0,2,305,1,IN/Out,0
1,4,80,2,6,1,0.831,0,0,2,305,1,leading/trailing,0
0,1,89,3,2,1,0.972,0,0,3,305,1,IN/Out,0
1,2,7,1,6,1,0.85,0,0,2,305,1,IN/Out,0
1,2,10,2,4,1,0.735,0,0,2,305,1,IN/Out,0
1,2,317,3,7,1,0.913,0,0,3,305,1,IN/Out,0
1,2,1,1,7,1,0.786,0,0,2,305,1,IN/Out,0
0,4,430,3,1,1,1.68,0,0,3,305,1,leading/trailing,0
1,3,66,1,6,1,0.619,0,0,3,305,1,leading/trailing,0
0,1,460,2,2,1,0.882,0,0,3,305,1,IN/Out,0
1,3,7,1,4,1,0.676,0,0,2,305,1,leading/trailing,0
0,3,9,1,1,1,0.721,0,0,2,305,1,leading/trailing,0
1,1,48,2,3,1,0.804,0,0,2,305,1,IN/Out,0
0,3,3,1,1,1,0.666,0,0,2,305,1,leading/trailing,0
1,3,5,1,6,1,0.701,0,0,2,305,1,leading/trailing,0
0,1,81,1,2,1,0.816,0,0,2,305,1,IN/Out,0
1,4,950,3,4,1,0.745,0,0,3,305,1,leading/trailing,0
1,4,30,2,4,1,0.591,0,0,2,305,1,leading/trailing,0
1,1,72,1,3,1,0.767,0,0,2,305,1,IN/Out,0
1,4,40,2,6,1,0.893,0,0,2,305,1,leading/trailing,0
1,2,96,2,5,1,0.561,0,0,2,305,1,IN/Out,0
0,2,74,2,1,1,1.13,0,0,2,305,1,IN/Out,0
1,2,937,3,7,0,1.02,0,0,3,305,1,IN/Out,0
1,4,30,2,4,1,0.68,0,0,2,305,1,leading/trailing,0
1,2,973,2,7,1,0.922,0,0,3,305,1,IN/Out,0
0,3,8,1,1,1,0.858,0,0,2,305,1,leading/trailing,0
1,3,9,1,4,1,1.45,0,0,2,305,1,leading/trailing,0
1,1,35,2,3,1,0.696,0,0,3,305,1,IN/Out,0
0,2,613,2,1,1,0.764,0,0,3,305,1,IN/Out,0
1,3,11,1,7,1,0.995,0,0,3,305,1,leading/trailing,0
0,1,26,2,2,1,0.584,0,0,2,305,1,IN/Out,0
1,4,890,3,4,1,0.568,0,0,3,305,1,leading/trailing,0
0,4,730,3,1,1,0.576,0,0,3,305,1,leading/trailing,0
1,3,78,1,4,1,0.821,0,0,3,305,1,leading/trailing,0
1,1,28,2,4,1,0.518,0,0,2,305,1,IN/Out,0
1,1,13,2,3,1,0.559,0,0,2,305,1,IN/Out,0
0,4,30,2,1,0,0.781,0,0,2,305,1,leading/trailing,0
1,3,8,1,4,1,0.558,0,0,2,305,1,leading/trailing,0
1,2,562,2,5,1,0.653,0,0,3,305,1,IN/Out,0
1,4,70,2,5,1,0.808,0,0,2,305,1,leading/trailing,0
1,3,22,1,4,1,0.629,0,0,3,305,1,leading/trailing,0
1,1,475,1,6,1,0.836,0,0,3,305,1,IN/Out,0
1,4,20,2,6,1,0.657,0,0,2,305,1,leading/trailing,0
0,3,12,1,1,1,1.31,0,0,3,305,1,leading/trailing,0
1,2,695,3,5,1,1.15,0,0,3,305,1,IN/Out,0
1,4,570,3,5,1,0.801,0,0,3,305,1,leading/trailing,0
0,4,70,2,1,1,0.728,0,0,2,305,1,leading/trailing,0
1,2,61,1,6,1,0.771,0,0,2,305,1,IN/Out,0
1,3,56,1,6,1,0.905,0,0,3,305,1,leading/trailing,0
0,3,1,1,1,0,0.699,0,0,2,305,1,leading/trailing,0
0,3,91,1,1,1,0.567,0,0,3,305,1,leading/trailing,0
1,2,675,3,5,1,1.3,0,0,3,305,1,IN/Out,0
1,3,64,1,7,1,0.958,0,0,3,305,1,leading/trailing,0
1,3,57,1,7,1,0.78,0,0,3,305,1,leading/trailing,0
0,1,840,1,2,1,0.812,0,0,3,305,1,IN/Out,0
1,4,30,2,4,1,1.03,0,0,2,305,1,leading/trailing,0
1,4,630,3,5,1,0.591,0,0,3,305,1,leading/trailing,0
1,2,456,2,5,1,0.811,0,0,3,305,1,IN/Out,0
1,3,1,1,7,1,0.988,0,0,2,305,1,leading/trailing,0
1,3,45,1,4,0,0.896,0,0,3,305,1,leading/trailing,0
1,4,170,3,6,1,1.05,0,0,3,305,1,leading/trailing,0
1,4,40,2,7,1,0.807,0,0,2,305,1,leading/trailing,0
1,4,620,3,5,1,1.68,0,0,3,305,1,leading/trailing,0
0,1,29,2,2,1,0.565,0,0,2,305,1,IN/Out,0
1,1,975,1,4,1,0.843,0,0,3,305,1,IN/Out,0
1,1,574,2,3,1,0.729,0,0,3,305,1,IN/Out,0
0,2,651,3,1,1,0.658,0,0,3,305,1,IN/Out,0
1,1,933,3,4,1,0.766,0,0,3,305,1,IN/Out,0
1,4,530,3,6,1,0.979,0,0,3,305,1,leading/trailing,0
1,2,1,2,5,1,0.604,0,0,2,305,1,IN/Out,0
0,2,18,1,1,1,1.43,0,0,2,305,1,IN/Out,0
1,1,693,2,6,1,0.796,0,0,3,305,1,IN/Out,0
1,4,360,3,4,1,0.609,0,0,3,305,1,leading/trailing,0
1,2,48,2,7,1,1.26,0,0,2,305,1,IN/Out,0
1,3,5,1,5,1,0.786,0,0,2,305,1,leading/trailing,0
0,1,87,1,2,1,0.729,0,0,2,305,1,IN/Out,0
1,3,58,1,4,1,0.667,0,0,3,305,1,leading/trailing,0
1,1,14,2,3,1,0.67,0,0,3,305,1,IN/Out,0
1,1,1,2,3,1,0.593,0,0,2,305,1,IN/Out,0
0,2,727,2,1,1,1.03,0,0,3,305,1,IN/Out,0
1,1,73,2,4,1,0.837,0,0,2,305,1,IN/Out,0
1,3,3,1,4,1,0.712,0,0,2,305,1,leading/trailing,0
1,1,91,1,3,1,0.664,0,0,2,305,1,IN/Out,0
1,2,28,2,7,1,0.999,0,0,2,305,1,IN/Out,0
1,3,3,1,7,1,0.995,0,0,2,305,1,leading/trailing,0
1,2,70,2,7,1,0.61,0,0,2,305,1,IN/Out,0
1,2,483,3,7,1,0.96,0,0,3,305,1,IN/Out,0
1,2,388,2,7,1,0.676,0,0,3,305,1,IN/Out,0
1,1,12,2,3,1,0.929,0,0,2,305,1,IN/Out,0
1,4,270,3,4,1,0.617,0,0,3,305,1,leading/trailing,0
1,2,13,1,6,1,0.864,0,0,2,305,1,IN/Out,0
1,3,3,1,5,1,0.643,0,0,2,305,1,leading/trailing,0
0,2,94,2,1,1,0.709,0,0,2,305,1,IN/Out,0
1,3,6,1,4,0,0.517,0,0,2,305,1,leading/trailing,0
1,4,260,3,6,1,0.913,0,0,3,305,1,leading/trailing,0
1,1,45,2,6,1,1.34,0,0,3,305,1,IN/Out,0
1,2,372,3,7,1,0.611,0,0,3,305,1,IN/Out,0
0,2,80,2,1,1,0.76,0,0,2,305,1,IN/Out,0
1,4,760,3,5,1,0.895,0,0,3,305,1,leading/trailing,0
1,4,20,2,7,1,0.921,0,0,2,305,1,leading/trailing,0
0,4,270,3,1,0,1.59,0,0,3,305,1,leading/trailing,0
0,3,99,1,1,1,1.14,0,0,3,305,1,leading/trailing,0
1,3,37,1,6,1,1.01,0,0,3,305,1,leading/trailing,0
1,3,7,1,7,0,1.01,0,0,2,305,1,leading/trailing,0
1,2,861,2,7,1,1.56,0,0,3,305,1,IN/Out,0
1,1,460,1,6,1,1.48,0,0,3,305,1,IN/Out,0
1,3,53,1,6,1,0.713,0,0,3,305,1,leading/trailing,0
1,2,74,1,7,1,0.948,0,0,2,305,1,IN/Out,0
1,2,88,2,7,1,0.698,0,0,2,305,1,IN/Out,0
1,1,160,2,3,1,0.834,0,0,3,305,1,IN/Out,0
1,2,707,1,6,1,0.942,0,0,3,305,1,IN/Out,0
0,4,280,3,1,1,0.68,0,0,3,305,1,leading/trailing,0
0,4,10,2,1,1,1.61,0,0,2,305,1,leading/trailing,0
0,2,18,1,1,1,1.05,0,0,3,305,1,IN/Out,0
1,4,50,2,5,1,0.922,0,0,2,305,1,leading/trailing,0
1,1,988,2,5,1,0.604,0,0,3,305,1,IN/Out,0
0,1,89,2,2,1,2.85,0,0,2,306,1,IN/Out,1
1,1,753,3,4,1,1.39,0,0,3,306,1,IN/Out,1
1,1,82,2,4,1,1.19,0,0,2,306,1,IN/Out,1
0,4,430,3,1,1,0.905,0,0,3,306,1,leading/trailing,1
1,4,90,2,4,1,1,0,0,2,306,1,leading/trailing,1
1,2,69,1,6,1,0.77,0,0,2,306,1,IN/Out,1
1,4,30,2,6,1,1.11,0,0,2,306,1,leading/trailing,1
1,1,786,3,3,1,0.612,0,0,3,306,1,IN/Out,1
0,4,230,3,1,1,0.867,0,0,3,306,1,leading/trailing,1
1,1,41,3,3,1,0.575,0,0,3,306,1,IN/Out,1
1,2,63,1,5,1,1.21,0,0,2,306,1,IN/Out,1
1,3,8,1,5,1,0.708,0,0,2,306,1,leading/trailing,1
1,4,720,3,5,1,0.67,0,0,3,306,1,leading/trailing,1
1,1,234,2,4,1,0.658,0,0,3,306,1,IN/Out,1
1,4,920,3,4,1,0.637,0,0,3,306,1,leading/trailing,1
1,1,296,1,3,1,1.07,0,0,3,306,1,IN/Out,1
1,4,860,3,6,1,1.05,0,0,3,306,1,leading/trailing,1
1,2,35,2,5,1,1.02,0,0,2,306,1,IN/Out,1
0,1,276,3,2,1,0.657,0,0,3,306,1,IN/Out,1
1,1,32,1,3,1,0.519,0,0,2,306,1,IN/Out,1
0,2,820,3,1,1,0.517,0,0,3,306,1,IN/Out,1
0,3,3,1,1,1,0.953,0,0,2,306,1,leading/trailing,1
1,2,817,3,7,1,1.26,0,0,3,306,1,IN/Out,1
1,3,4,1,6,1,1.13,0,0,2,306,1,leading/trailing,1
1,2,36,2,5,1,1.3,0,0,2,306,1,IN/Out,1
1,2,16,2,5,1,0.912,0,0,2,306,1,IN/Out,1
0,1,64,1,2,1,0.793,0,0,2,306,1,IN/Out,1
1,4,60,2,5,1,0.678,0,0,2,306,1,leading/trailing,1
1,3,2,1,4,1,0.58,0,0,2,306,1,leading/trailing,1
1,1,38,2,5,1,0.519,0,0,2,306,1,IN/Out,1
1,2,158,2,4,1,0.694,0,0,3,306,1,IN/Out,1
1,4,730,3,7,1,0.649,0,0,3,306,1,leading/trailing,1
1,4,10,2,7,1,0.846,0,0,2,306,1,leading/trailing,1
1,2,427,2,7,1,0.962,0,0,3,306,1,IN/Out,1
1,4,30,2,4,1,0.518,0,0,2,306,1,leading/trailing,1
0,1,756,3,2,1,0.86,0,0,3,306,1,IN/Out,1
1,1,787,2,4,1,0.895,0,0,3,306,1,IN/Out,1
1,3,27,1,7,1,1.13,0,0,3,306,1,leading/trailing,1
1,4,440,3,7,1,1.17,0,0,3,306,1,leading/trailing,1
1,2,59,1,7,1,0.639,0,0,2,306,1,IN/Out,1
0,3,55,1,1,1,1.67,0,0,3,306,1,leading/trailing,1
1,2,76,2,7,1,0.884,0,0,2,306,1,IN/Out,1
0,2,36,1,1,1,0.638,0,0,2,306,1,IN/Out,1
1,2,803,2,6,1,1.11,0,0,3,306,1,IN/Out,1
1,2,68,1,5,1,1.2,0,0,2,306,1,IN/Out,1
1,3,99,1,6,1,1.05,0,0,3,306,1,leading/trailing,1
0,2,6,1,1,1,0.543,0,0,2,306,1,IN/Out,1
1,2,3,1,7,1,1.16,0,0,2,306,1,IN/Out,1
1,3,9,1,6,1,0.677,0,0,2,306,1,leading/trailing,1
1,3,3,1,7,1,0.792,0,0,2,306,1,leading/trailing,1
1,3,3,1,7,1,0.638,0,0,2,306,1,leading/trailing,1
1,4,850,3,7,1,1.33,0,0,3,306,1,leading/trailing,1
0,2,25,1,1,1,0.573,0,0,2,306,1,IN/Out,1
1,4,30,2,7,1,0.962,0,0,2,306,1,leading/trailing,1
1,4,90,2,4,1,0.825,0,0,2,306,1,leading/trailing,1
1,1,89,2,5,1,1.08,0,0,2,306,1,IN/Out,1
1,4,510,3,5,1,1.05,0,0,3,306,1,leading/trailing,1
1,2,45,2,6,1,1.38,0,0,2,306,1,IN/Out,1
1,2,305,2,4,1,0.576,0,0,3,306,1,IN/Out,1
1,2,133,1,7,1,0.782,0,0,3,306,1,IN/Out,1
0,3,4,1,1,1,1.78,0,0,2,306,1,leading/trailing,1
1,4,10,2,5,1,0.85,0,0,2,306,1,leading/trailing,1
1,4,20,2,5,1,1.02,0,0,2,306,1,leading/trailing,1
0,2,609,2,1,1,0.563,0,0,3,306,1,IN/Out,1
1,4,570,3,4,1,0.883,0,0,3,306,1,leading/trailing,1
0,4,850,3,1,1,2.3,0,0,3,306,1,leading/trailing,1
1,4,890,3,6,0,1.04,0,0,3,306,1,leading/trailing,1
1,2,66,1,5,1,1.62,0,0,2,306,1,IN/Out,1
1,1,936,2,3,1,0.731,0,0,3,306,1,IN/Out,1
0,3,5,1,1,1,1.33,0,0,2,306,1,leading/trailing,1
0,2,38,1,1,1,2.11,0,0,3,306,1,IN/Out,1
1,3,76,1,4,1,1.49,0,0,3,306,1,leading/trailing,1
0,3,34,1,1,1,0.683,0,0,3,306,1,leading/trailing,1
0,3,12,1,1,1,0.615,0,0,3,306,1,leading/trailing,1
1,3,63,1,5,1,1.12,0,0,3,306,1,leading/trailing,1
0,4,60,2,1,1,0.596,0,0,2,306,1,leading/trailing,1
1,1,379,2,3,1,0.617,0,0,3,306,1,IN/Out,1
1,4,340,3,5,1,0.655,0,0,3,306,1,leading/trailing,1
0,3,29,1,1,1,0.852,0,0,3,306,1,leading/trailing,1
1,2,204,2,4,1,0.631,0,0,3,306,1,IN/Out,1
1,3,4,1,6,1,1.5,0,0,2,306,1,leading/trailing,1
1,2,73,1,7,1,0.877,0,0,2,306,1,IN/Out,1
1,3,25,1,6,1,1.8,0,0,3,306,1,leading/trailing,1
1,1,9,2,3,1,0.693,0,0,2,306,1,IN/Out,1
1,1,82,2,3,1,0.519,0,0,2,306,1,IN/Out,1
0,1,90,1,2,1,0.799,0,0,2,306,1,IN/Out,1
0,4,490,3,1,1,0.935,0,0,3,306,1,leading/trailing,1
1,4,10,2,4,1,0.752,0,0,2,306,1,leading/trailing,1
1,3,49,1,5,1,1.18,0,0,3,306,1,leading/trailing,1
1,2,462,2,6,1,0.957,0,0,3,306,1,IN/Out,1
1,1,148,2,6,1,0.866,0,0,3,306,1,IN/Out,1
1,2,332,3,6,1,0.966,0,0,3,306,1,IN/Out,1
0,4,10,2,1,1,1.24,0,0,2,306,1,leading/trailing,1
0,2,428,1,1,1,0.841,0,0,3,306,1,IN/Out,1
1,1,3,2,4,1,1.18,0,0,2,306,1,IN/Out,1
0,3,7,1,1,1,0.793,0,0,2,306,1,leading/trailing,1
1,4,550,3,6,1,0.878,0,0,3,306,1,leading/trailing,1
1,4,130,3,6,1,0.784,0,0,3,306,1,leading/trailing,1
1,3,19,1,7,1,1.06,0,0,3,306,1,leading/trailing,1
1,3,83,1,4,1,0.796,0,0,3,306,1,leading/trailing,1
1,2,574,1,5,1,2.74,0,0,3,306,1,IN/Out,1
1,1,519,3,5,1,2.03,0,0,3,306,1,IN/Out,1
0,2,36,1,1,1,1.57,0,0,2,306,1,IN/Out,1
1,1,66,1,3,0,0.653,0,0,2,306,1,IN/Out,1
0,1,307,3,2,1,1.43,0,0,3,306,1,IN/Out,1
1,1,40,1,3,1,1.28,0,0,2,306,1,IN/Out,1
1,3,38,1,7,1,1.04,0,0,3,306,1,leading/trailing,1
1,1,48,1,3,1,0.738,0,0,2,306,1,IN/Out,1
1,3,29,1,4,0,0.74,0,0,3,306,1,leading/trailing,1
1,3,5,1,7,1,1.5,0,0,2,306,1,leading/trailing,1
0,4,70,2,1,1,0.79,0,0,2,306,1,leading/trailing,1
1,1,533,2,5,1,1.53,0,0,3,306,1,IN/Out,1
0,4,50,2,1,1,0.931,0,0,2,306,1,leading/trailing,1
1,2,884,1,7,1,1.01,0,0,3,306,1,IN/Out,1
1,3,7,1,6,1,0.962,0,0,2,306,1,leading/trailing,1
1,1,37,1,4,1,1.02,0,0,2,306,1,IN/Out,1
1,3,3,1,7,1,1.16,0,0,2,306,1,leading/trailing,1
1,3,9,1,4,1,0.611,0,0,2,306,1,leading/trailing,1
1,3,83,1,7,1,1.67,0,0,3,306,1,leading/trailing,1
1,3,7,1,6,1,0.995,0,0,2,306,1,leading/trailing,1
1,4,40,2,4,1,0.593,0,0,2,306,1,leading/trailing,1
1,4,20,2,5,1,1.43,0,0,2,306,1,leading/trailing,1
1,1,979,1,5,1,2.63,0,0,3,306,1,IN/Out,1
1,3,98,1,6,1,1.1,0,0,3,306,1,leading/trailing,1
0,1,64,1,2,1,0.837,0,0,2,306,1,IN/Out,1
1,2,435,3,6,1,1.04,0,0,3,306,1,IN/Out,1
1,1,39,1,4,1,0.637,0,0,2,306,1,IN/Out,1
0,1,788,2,2,1,0.746,0,0,3,306,1,IN/Out,1
1,2,565,1,7,1,3.12,0,0,3,307,1,IN/Out,0
1,4,140,3,6,1,2.34,0,0,3,307,1,leading/trailing,0
0,1,847,3,2,1,1.86,0,0,3,307,1,IN/Out,0
1,3,9,1,5,1,2.25,0,0,2,307,1,leading/trailing,0
1,1,32,1,3,1,3,0,0,2,307,1,IN/Out,0
0,3,8,1,1,1,1.77,0,0,2,307,1,leading/trailing,0
1,4,40,2,4,1,1.92,0,0,2,307,1,leading/trailing,0
1,4,30,2,5,1,2.88,0,0,2,307,1,leading/trailing,0
1,4,30,2,4,1,2.18,0,0,2,307,1,leading/trailing,0
1,3,4,1,5,1,2.72,0,0,2,307,1,leading/trailing,0
0,1,952,2,2,1,2.16,0,0,3,307,1,IN/Out,0
0,2,83,2,1,1,2.53,0,0,2,307,1,IN/Out,0
0,3,24,1,1,1,1.61,0,0,3,307,1,leading/trailing,0
1,1,199,3,5,1,1.86,0,0,3,307,1,IN/Out,0
0,4,90,2,1,1,2.44,0,0,2,307,1,leading/trailing,0
1,1,226,1,3,1,2.71,0,0,3,307,1,IN/Out,0
